statement_number,speaker,timestamp,statement,speaker_type,night,debate
61,Jose,09:47,Senator.,proctor,1,2
62,Gillibrand,09:47,Because the truth is if you have a buy in over a four or five year period-,candidate,1,2
63,Jose,09:51,Senator.,proctor,1,2
64,Gillibrand,09:52,… you move us to single payer more quickly.,candidate,1,2
65,Jose,09:53,"Senator, we will get to this. We will get to this.",proctor,1,2
66,Speaker 2,09:56,I understand-,proctor,1,2
67,Jose,09:58,"Before we do, I want to say hello and good evening, beunas noches to Mayor Buttigieg.",proctor,1,2
68,Buttigieg,10:02,Beunas noches. [foreign language 00:10:03].,candidate,1,2
69,Jose,10:04,[foreign language 00:10:04].,proctor,1,2
70,Jose,10:06,"Many of your colleagues on stage support free college. You do not, why not?",proctor,1,2
71,Buttigieg,10:12,Sure. College affordability is personal for us. Chasten and I have six figure student debt.,candidate,1,2
72,Buttigieg,10:18,"I believe in reducing student debt. It’s logical to me that if you can refinance your house, you ought to be able to refinance your student debt. I also believe in free college for low and middle income students for whom cost could be a barrier.",candidate,1,2
73,Buttigieg,10:34,"I just don’t believe it makes sense to ask working class families to subsidize, even the children of billionaires. I think the children of the wealthiest Americans can pay at least a little bit of tuition, and while I want tuition cost to go down, I don’t think we can buy down every last penny for them.",candidate,1,2
74,Buttigieg,10:50,"Now, there’s something else that doesn’t get talked about in the college affordability debate. Yes, it needs to be more affordable in this country to go to college. It also needs to be more affordable in this country to not go to college. You should be able to live well, afford rent, be generous to your church and little league, whether you went to college or not. That’s one of many reasons we need to raise the minimum wage to at least $15 an hour.",candidate,1,2
75,Stalwell,11:13,"Jose, I’ve got $100,000 in student loan debt myself.",candidate,1,2
76,Jose,11:16,Let me get to you in a-,proctor,1,2
77,Stalwell,11:17,"Let me tell you, we count on the people who’ve been in government for the last 30 years, who were around when this problem was created to be the ones to solve it. It’s going to be the next generation, the 40 million of us, who can’t start a family, can’t take a good idea and start a business and can’t buy our first home. This is the generation that’s going to be able to solve student loan debt, this generation is ready to lead.",candidate,1,2
78,Jose,11:37,"Mr. Yang, your signature policy is to give every adult in the United States $1,000 a month. No questions asked.",proctor,1,2
79,Yang,11:46,That’s right.,candidate,1,2
80,Jose,11:48,I think that’s like $3.2 trillion a year. How would you do that?,proctor,1,2
81,Yang,11:54,I’m sorry?,candidate,1,2
82,Jose,11:56,How would you do that?,proctor,1,2
83,Yang,11:57,"Oh, so it’s difficult to do if you have companies like Amazon, trillion dollar tech companies paying literally zero in taxes, while they’re closing 30% of our stores.",candidate,1,2
84,Yang,12:06,"Now, we need to put the American people in a position to benefit from all these innovations in other parts of the economy, and if we had a value added tax at even half the European level, it would generate over $800 billion in new revenue, which combined with the money in our hands, it would be the trickle up economy from our people, families and communities up. We would spend the money and it would circulate through our regional economies and neighborhoods, creating millions of jobs, making our families stronger and healthier.",candidate,1,2
85,Yang,12:29,"We’d save money on things like incarceration, homelessness services, emergency room healthcare. And just the value gains from having a stronger, healthier, mentally healthier population would increase GDP by $700 billion. This is the move that we have to make, particularly as technology is now automating away millions of American jobs. It’s why Donald Trump is our President today, that we automated away four million manufacturing jobs in Michigan, Ohio and Pennsylvania and Wisconsin. And we’re about to do the same thing to millions of retail jobs, call center jobs, fast food jobs, truck driving jobs, and on and on through the account.",candidate,1,2
86,Jose,13:01,"So, if I get you … understand a little bit better. So you’re saying $1,000 a month for everyone over 18, but a value added tax. So you can spend that $1,000 on value added tax?",proctor,1,2
87,Yang,13:15,"Well, the value added tax would end up … you’d still be increasing the buying power of the bottom 94% of Americans. You have to spend a lot of money for a mild value add tax to eat up $12,000 a year per individual. So for the average family with two or three adults, it’d be $24,000 to $36,000 a year.",candidate,1,2
88,Jose,13:32,"Okay. Congressman Swalwell, I want to talk a little bit about what Mr. Yang is talking about it, and you just actually mentioned. That many Americans are worried that things like self driving cars, robots, drones, artificial intelligence will cost them their jobs. What would you do to help people get the skills they need to adapt to this new world?",proctor,1,2
89,Swalwell,13:50,"We must always be a country where technology creates more jobs than it displaces. And I’ve seen the anxiety across America, where the manufacturing floors go from a thousand to a hundred to one.",candidate,1,2
90,Swalwell,14:03,"So we have to modernize our schools, value the teachers who prepare our kids, wipe the student debt from any teacher that goes into a community that needs it. Invest in America’s communities, especially where places where the best exports are people who move away to get skills.",candidate,1,2
91,Swalwell,14:17,"But Jose, I was six years old when a presidential candidate came to the California Democratic Convention and said, “It’s time to pass the torch to a new generation of Americans.” That candidate was then Senator Joe Biden.",candidate,1,2
92,Swalwell,14:32,"Joe Biden was right when he said it was time to pass the torch to a new generation of Americans 32 years ago. He’s still right today. If we’re going to solve the issues of automation, pass the torch. If we’re going to solve the issues of climate chaos, pass the torch. If we’re going to solve the issue of student loan debt, pass the torch. If we’re going to end gun violence for families who are fearful of sending their kids to school, pass the torch.",candidate,1,2
93,Jose,14:54,"Vice President, would you like to sing a torch song?",proctor,1,2
94,Biden,14:56,"I would. I’m still holding on that torch. I want to make it clear to you. Look, the fact of the matter is what we have to do is make sure that everybody is prepared better to go on for an education.",candidate,1,2
95,Biden,15:09,"The fact is that, that’s why I propose us focusing on schools that are in distress. That’s why I think we should triple the amount of money we spend for Title 1 schools. That’s why I think we should have universal pre-k. That’s why I think every single person who graduates from high school, 65 out of a 100 now need something beyond high school, and we should provide for them to be able to get that education. That’s why there should be free community college, cutting it in half the cost of college. That’s why we should be in a position where we do not have anyone have to pay back a student debt when they get out if they are making less than $25,000 a year. Their debt is frozen, no interest payment until they get beyond that.",candidate,1,2
96,Biden,15:48,"We can’t put people in a position where they aren’t able to go on and move on. So folks, there’s a lot we can do, but we have to make continuing education available for everyone so that everyone can compete in the 21st century. We’re not doing that now.",candidate,1,2
97,Jose,16:02,"Senator Sanders, [crosstalk 00:16:03].",proctor,1,2
98,Speaker 3,16:03,As the youngest guy on the stage. I feel like I probably ought to contribute to the generational conversation.,proctor,1,2
99,Speaker 3,16:08,[crosstalk 00:16:08].,proctor,1,2
100,Sanders,16:09,It’s part of Joe’s generation.,candidate,1,2
101,Speaker 3,16:10,I’m all for-,proctor,1,2
102,Sanders,16:11,It’s part of Joe’s generation.,candidate,1,2
103,Gillibrand,16:12,Before we move on.,candidate,1,2
104,Sanders,16:13,Let me respond.,candidate,1,2
105,Gillibrand,16:14,Before we move on from education-,candidate,1,2
106,Sanders,16:20,"The issue, if I may say, is not generational.",candidate,1,2
107,Jose,16:20,"Please, please. Senator Sanders, and I’ll let [crosstalk 00:16:21]. We will.",proctor,1,2
108,Sanders,16:21,The issue is not generational.,candidate,1,2
109,Sanders,16:21,[crosstalk 00:16:21].,candidate,1,2
110,Sanders,16:21,"The issue is who has the guts to take on Wall Street, to take on the fossil fuel industry, to take on the big money interests who have unbelievable influence over the economic and political life of this county.",candidate,1,2
111,Speaker 4,16:37,These issues [crosstalk 00:16:38].,proctor,1,2
112,Jose,16:38,Senator Harris.,proctor,1,2
113,Gillibrand,16:40,[inaudible 00:16:40].,candidate,1,2
114,Jose,16:39,I am so sorry. We will let all of you speak.,proctor,1,2
115,Jose,16:42,Senator Harris. [crosstalk 00:16:43].,proctor,1,2
116,Jose,16:44,Senator Harris. [crosstalk 00:16:45].,proctor,1,2
117,Jose,16:47,We will let you all speak. Senator Harris.,proctor,1,2
118,Speaker 5,16:48,We can’t afford to wait for evolution on these issues.,proctor,1,2
119,Speaker 6,16:50,Part of the issue [crosstalk 00:16:50].,proctor,1,2
120,Harris,16:51,"Hey guys, you know what? America does not want to witness a food fight, they want to know how we’re going to put food on their table. On that point, part of the issue that is at play in America today, and we’ve all been traveling around the country, I certainly have. I’m meeting people who are working two and three jobs. You know, this President walks around talking about and flouting his great economy, right? My great economy, my great economy. You ask him, “Well, how are you measuring this greatness of this economy of yours?” And he talks about the stock market.",candidate,1,2
121,Harris,17:29,"Well, that’s fine if you own stocks. So many families in America do not. You ask him, “How are you measuring the greatness of this economy of yours?” And they point to the jobless numbers and the unemployment numbers. Well, yeah, people in America are working. They’re working two and three jobs. So when we talk about jobs, let’s be really clear, in our America, no one should have to work more than one job to have a roof over their head and food on the table.",candidate,1,2
122,Jose,17:51,"Thank you very much, Senator.",proctor,1,2
123,Jose,17:51,You’ve all expressed an interest in talking about health care-,proctor,1,2
124,Speaker 7,17:51,"I’d like to say something, if I might.",proctor,1,2
125,Jose,18:00,… so let’s talk about healthcare. And this is going to be a show of hands question. We asked a question …,proctor,1,2
126,Holt,18:00,"Let’s talk about healthcare. This is going to be a show of hands question. We asked a question about healthcare last night that spurred a lot of discussion, as you know. We’re going to do it again now. Many people watching at home have healthcare through their employer. Who here would abolish their private health insurance in favor of a government run plan?",proctor,1,2
127,Holt,18:20,"All right. Kirsten [Gilebrand 00:18:24], Senator Gildebrand.",proctor,1,2
128,Gillibrand,18:25,"Yeah, so no it’s my turn.",candidate,1,2
129,Speaker 8,18:26,Go ahead.,proctor,1,2
130,Gillibrand,18:28,"This is a very important issue. The plan that Senator Sanders and I other support Medicare for All, is how you get to single payer. But it has a buy-in transition period, which is really important. In 2005, when I ran for Congress in a two to one republican district, I actually ran on Medicare for All, and I won that two to one republican district. Twice.",candidate,1,2
131,Gillibrand,18:49,"The way I formulated it was simple. Anyone who doesn’t have access to insurance they like, they could buy in at a percentage of income they could afford. That’s what we put into the transition period for our Medicare for All plan. I believe we need to get to universal healthcare as a right and not a privilege to single pair. The quickest way you get there is you create competition with the insurers.",candidate,1,2
132,Gillibrand,19:10,"God bless the insurers if they want to compete. They can certainly try. But they’ve never put people over their profits, and I doubt they ever will. What will happen is people will choose Medicare, you will transition. We will get to Medicare for All, and then your step to single player is so short I would make it an earned benefit, just like Social Security, so that buy in your whole life-",candidate,1,2
133,Holt,19:31,All right.,proctor,1,2
134,Gillibrand,19:31,"It is always there for you, and it’s permanent and it’s universal.",candidate,1,2
135,Holt,19:34,"Senator, your time is up. I’m going to put that same question to Mayor Buttigieg.",proctor,1,2
136,Buttigieg,19:38,"Yo, we’ve taught… Look, everybody who says Medicare for All, every person in politics who allows that phrase to escape their lips has a responsibility to explain how you’re actually supposed to get from here to there.",candidate,1,2
137,Buttigieg,19:51,"And here’s how I would do it. It’s very similar. I would call it Medicare for All Who Want It. You take something like Medicare, a flavor of that, and you make it available on the exchanges. People can buy in, and then people like us are right that that will not only a more inclusive plan, but a more efficient plan than any of the corporate answers out there, then it will be a very natural glide path to the single payer environment.",candidate,1,2
138,Buttigieg,20:13,"But let’s remember, even in countries that have outright socialized medicine like England, even there, there’s still a private sector. That’s fine, it’s just that for our primary care we can’t be relying on the tender mercies of the corporate system. This is one is very personal for me. I started out this year dealing with the terminal illness of my father. I make decisions for a living.",candidate,1,2
139,Buttigieg,20:33,"Nothing could have prepared me for the kind of decisions our family faced. But the thing we had going for us was that we never had to make those decisions based on whether it was going to bankrupt our family, because of Medicare.",candidate,1,2
140,Holt,20:44,"All right, man.",proctor,1,2
141,Buttigieg,20:44,"I want every family to have that same freedom to do what is medically right, not live in [crosstalk 00:20:49].",candidate,1,2
142,Holt,20:49,"Thank you. Your time is complete. Vice President Biden, I want to put the question to you. You were one of the architects of Obamacare, so where do we go from here?",proctor,1,2
143,Biden,20:57,"Look, this is very personal to me. When my wife and daughter were killed in an automobile accident, my two boys were really very badly injured. I couldn’t imagine what it’d be like had I not had adequate healthcare available immediately. Then when my son came home from Iraq after a year and was diagnosed with terminal cancer, he was given months to live.",candidate,1,2
144,Biden,21:19,"I can’t fathom what would have happened if in fact they said, “By the way, the last six months of your life, you’re on your own. We’re cutting off. You’ve used up your time.” The fact of the matter is, that the quickest, fastest way to do it is build on Obamacare. To build on what we did. Secondly, to make sure that everyone does have any option.",candidate,1,2
145,Biden,21:40,"Everyone, whether they have private insurance, employer insurance, or no insurance, they in fact could buy in in the exchange to a Medicare-like plan. The way to do that, you can do it quickly. Look, urgency matters. There’s people right now facing what I faced, and what we faced, without any of the help I had. We must move now. I am against any democrat who opposes and tries to take down Obamacare-",candidate,1,2
146,Holt,22:05,"All right, Vice President Biden, you’re time is-",proctor,1,2
147,Biden,22:05,And any republican who wants to get rid of Obamacare [crosstalk 00:22:07].,candidate,1,2
148,Holt,22:07,"Let me turn to Senator Sanders. Senator Sanders, you basically want to scrap the private health insurance system as we know it and replace it with a government-run plan. None of the states that have tried something like that: California, Vermont, New York has struggled with it, have been successful. If politicians can’t make it work in those states, how would you implement it on a national level? How does this work?",proctor,1,2
149,Sanders,22:28,"Listen, I find it hard to believe that other major country on earth, including my neighbor 50 miles north me- Canada, somehow has figured out a way to provide healthcare to every man, woman and child, and in most cases, they’re spending 50% per capita what we are spending. Let’s be clear. Let us be very clear.",candidate,1,2
150,Sanders,22:53,"The function of healthcare today from the insurance and drug company perspective, is not to provide quality care to all in a cost effective way. The function of the healthcare system today is to make billions in profits for the insurance companies. Last year, if you could believe it, while we paid the highest prices in the world for prescription drugs- and I will lower the prescription drug prices in half in this country- Top 10 companies made $69 billion dollars in profit.",candidate,1,2
151,Sanders,23:25,"They will spend hundreds of millions of dollars lying to the American people, telling us why we cannot have a Medicare for All [crosstalk 00:23:35]-",candidate,1,2
152,Holt,23:35,"Senator, Senator… I just to have follow up there. How do implement it on a national level?",proctor,1,2
153,Sanders,23:39,I’m sorry?,candidate,1,2
154,Holt,23:39,"How do you implement it on a national level, given the fact it’s not succeeded in other states that have tried?",proctor,1,2
155,Sanders,23:44,"I will tell you how we’ll do it. We’ll do it way real change has always taken place, whether it was the Labor Movement, the Civil Rights Movement, or the Women’s Movement. We will have Medicare for All. When tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone, that healthcare is a human right, not something to make huge profits off of.",candidate,1,2
156,Holt,24:11,"Okay, all right. Ms. Williamson [crosstalk 00:24:12]. Ms. Williamson, this is the question for you. We have been [crosstalk 00:24:16]… Excuse me, excuse. I’m addressing the question to Ms. Williams. We’ve been talking a lot about access to health insurance, but for many Americans, their most pressing concern is the high cost of healthcare. How would you lower the cost of prescription drugs?",proctor,1,2
157,Holt,25:34,All right.,proctor,1,2
158,Holt,25:35,"Ms. Williams, your time has expired.",proctor,1,2
159,Holt,25:35,Thank you.,proctor,1,2
160,Holt,25:41,"Senator Bennet, a question for you. You want to keep the system that we have in place with Obamacare and build out. You mentioned that a moment ago. Is that enough to get us to universal coverage?",proctor,1,2
161,Bennett,25:49,"I believe that will get us the quickest way there, and I thought the Vice President was very moving about this and Mayor Pete as well. I had prostate cancer recently, as you may know, and why I was a little race getting in the race. The same week, my kid had her appendectomy out, and I feel very strongly that families ought to be able to have this choice.",candidate,1,2
162,Bennett,26:07,"I think that’s what the American people want. I believe it will get us there quickly. There are millions of people in America that do not have health insurance today because they can’t. They’re too “wealthy”. They make too much money to be on Medicaid. They can’t afford health insurance. When Senator Sanders says that Canada is single pair, there are 35 million people in Canada. There are 330 million people in the United States. Easily the number of people on a public option.",candidate,1,2
163,Bennett,26:35,"It could easily be 35 million, and for them, it would be Medicare for All, as Mayor Buttigieg says. But for others that want to keep it, they should be able to keep it. I think that will be the fastest way to get where we need to go. Also-",candidate,1,2
164,Harris,26:50,I’d like to add a point-,candidate,1,2
165,Bennett,26:50,"I will say, Bernie is a very honest person. He has said over and over again- unlike others that have supported this legislation- over and over again, that this will ban, make illegal, all insurance except cosmetic, except insurance for… I guess that’s for plastic surgery. Everything else is banned under the Medicare for All proposal, but he is he [crosstalk 00:27:12]-",candidate,1,2
166,Holt,27:12,"I’d let you go a little there, but-",proctor,1,2
167,Harris,27:13,I’d like to add a point.,candidate,1,2
168,Holt,27:14,"Obviously, Senator Sanders, you get a response.",proctor,1,2
169,Harris,27:14,I would like to add a point here.,candidate,1,2
170,Holt,27:14,"Senator Sanders, he’s going to respond to that.",proctor,1,2
171,Sanders,27:17,"Just very briefly. You know Mike, Medicare is the most popular health insurance-",candidate,1,2
172,Bennett,27:24,I agree.,candidate,1,2
173,Sanders,27:24,"Program in the country. People don’t like their private insurance companies. They like their doctors and hospitals. Under our plan, people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in the country because we’ll stop the greed of the insurance company [crosstalk 00:27:43].",candidate,1,2
174,Holt,27:42,One at a time. [crosstalk 00:27:46]. Senator Harris. [crosstalk 00:27:49].,proctor,1,2
175,Harris,27:51,"-And the reality of how this affects real people is captured in a story that many of us heard, and I will paraphrase. There is- any night in America- a parent who’s seeing that their child has a temperature that is out of control, calls 9-1-1, “What should I do?” They say, “Take the child to the emergency room.”",candidate,1,2
176,Harris,28:10,"So they get in their car and they drive, and they’re sitting in the parking lot outside of the emergency room looking at those sliding glass doors, while they have the hand on the forehead of their child knowing that if they walk through those sliding glass doors- even though they have insurance- they will be out of $5,000.00 deductible. $ 5,000.00 deductible when they walk through those doors.",candidate,1,2
177,Holt,28:33,All right. Senator Harris-,proctor,1,2
178,Harris,28:33,That’s what insurance companies are doing.,candidate,1,2
179,Holt,28:35,Thank you. [crosstalk 00:28:36],proctor,1,2
180,Guthrie,28:35,"We’re going to continue this discussion. I wanted to put it [crosstalk 00:28:39]. Candidates, please. Candidates, please. [crosstalk 00:28:44]",proctor,1,2
181,Swalwell,28:44,"I’m one of those parents. I was just in the emergency room, and I’m telling you-",candidate,1,2
182,Guthrie,28:47,"Congressman, thank you.",proctor,1,2
183,Swalwell,28:47,We fight health insurance companies every single week.,candidate,1,2
184,Guthrie,28:51,Thank you.,proctor,1,2
185,Swalwell,28:51,"We stand in line and pay expensive prescription drugs. We have to have a healthcare guarantee. If you’re sick, you’re seen. And in America, you never go broke because of it.",candidate,1,2
186,Guthrie,28:59,Okay. A lot of you have been [crosstalk 00:29:02] talking tonight about these government healthcare plans that you’ve proposed in one form or another. This is a show of hands question- and hold them up for a moment so people can see- raise your hand if your government plan would provide coverage for undocumented immigrants.,proctor,1,2
187,Guthrie,29:17,"Okay. Let me start with you, Mayor Buttigieg. Why? Mayor Buttigieg, why?",proctor,1,2
188,Buttigieg,29:28,"Because our country is healthier when everybody is healthier. Remember, we’re talking about something people are given a chance to buy into. In the same way that there are undocumented immigrants in my community, who pay. They pay sales taxes, they pay property taxes directly or indirectly. This is not about a handout. This is an insurance program.",candidate,1,2
189,Buttigieg,29:50,"And we do ourselves no favors by having 11 million undocumented people in our country be unable to access healthcare. But of course the real problem is, we should have 11 million undocumented people with no pathway to citizenship. It makes no sense. The American people agree on what to do. This is the crazy thing, if leadership consists of forming a consensus around a device of issue… This White House has divided us around a consensus issue.",candidate,1,2
190,Buttigieg,30:19,"The American people want a pathway to citizenship, they wanted protections for Dreamers, we need to clean up the lawful immigration system- like how my father immigrated to this country, and as part of a comprise, we can do whatever common sense measures are needed at the border-",candidate,1,2
191,Guthrie,30:31,Mayor-,proctor,1,2
192,Buttigieg,30:31,But Washington can’t deliver on something the American people want. What does that tell you about the system we’re living in? It tells you-,candidate,1,2
193,Guthrie,30:38,"Mayor, thank you.",proctor,1,2
194,Buttigieg,30:38,It needs profound structural reform.,candidate,1,2
195,Guthrie,30:41,"Vice President Biden, I believe you said that your healthcare plan would not cover undocumented immigrants. Could you explain your position?",proctor,1,2
196,Biden,30:47,"I’m sorry, beg your pardon? I didn’t hear.",candidate,1,2
197,Guthrie,30:49,"I believe at the show of hands, you did not raise your hand. Did you raise your hand?",proctor,1,2
198,Biden,30:53,"Oh, no I did.",candidate,1,2
199,Guthrie,30:53,"Okay, sorry. Sorry, so you said that they would be covered under your plan-",proctor,1,2
200,Biden,30:58,Yeah.,candidate,1,2
201,Guthrie,30:58,Which is different than Obamacare.,proctor,1,2
202,Biden,31:00,"Yes, but here’s the thing-",candidate,1,2
203,Guthrie,31:01,Can you explain that change?,proctor,1,2
204,Biden,31:02,"Yes, you cannot let, as the Mayor said, you cannot let people who are sick- no matter where they come from, no matter what their status, go uncovered. You can’t do that. It’s just going to be taken care of period. You have to. It’s the humane thing to do.",candidate,1,2
205,Biden,31:15,"But here’s the deal, the deal is that he’s right about three things. Number one, they in fact contribute to the wellbeing of the country, but they also, for example, they’ve increased the life span of Social Security because if they have a job, they’re paying the Social Security tax. That’s what they’re doing. It’s increasing the life span.",candidate,1,2
206,Biden,31:32,"They would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until they’re an extremist. The other thing is, folks, look we can deal with these insurance companies. We can deal with the insurance companies by number one, putting insurance executives in jail for their misleading advertising which they’re doing on opioids, what they’re doing paying doctors to prescribe.",candidate,1,2
207,Biden,31:57,"We could be doing this by making sure everyone who is on Medicare, that the government should be able to negotiate the price for whatever the drug costs are. We can do this by making sure that we’re in a position that we in fact allow people-",candidate,1,2
208,Holt,32:12,"Your time’s up. [crosstalk 00:32:13] Hold off for a minute, we need to take a short break here. We’ve got a lot more we need to talk to all of you about, so stick with us. We’re just getting started. We’ll be back with more from Miami right after this.",proctor,1,2
209,Holt,34:20,Welcome back from Miami. Jose is going to lead off the questioning in this round.,proctor,1,2
210,Jose,34:24,"Thank you very much. Senator Harris, last month more than 130, 000 migrants were apprehended at the southern border. Many of them are being detained, including small children in private detention centers in Florida and throughout our country. Most of the candidates on this stage say the conditions of these facilities are abhorrent.",proctor,1,2
211,Jose,34:49,"On January 20, 2021, if you are President, what specifically would you do with the thousands of people who try to reach the United States every day and want a better life through asylum?",proctor,1,2
212,Harris,35:04,"Immediately, on January 20, 2021, I will first off… We cannot forget our DACA recipients, so I’m going to start there. I will immediately, by executive action, reinstate DACA status and DACA protection to those young people. I will further extend protection for deferral of deportation for their parents, and for veterans- who we have so many who are undocumented and have served our country and fought for our democracy.",candidate,1,2
213,Harris,35:34,"I will also immediately put in place a meaningful process for reviewing the cases for asylum. I will release children from cages. I will get rid of the private detention centers. And I will ensure that with this microphone that the President of the United States holds in her hand, is used in a way that is about reflecting the values of our country, and not about locking children up, separating them from-",candidate,1,2
214,Harris,36:00,"And not about locking children up, separating them from their parents. And I have to just say that we have to think about this issue in terms of real people. A mother, who pays a coyote to transport her child through their country of origin, through the entire country of Mexico, facing unknown peril, to come here. Why would that mother do that? I will tell you. Because she has decided for that child to remain where they are is worse. But what does Donald Trump do? He says, “Go back to where you came from.” That is not reflective of our America, and our values, and it’s got to end.",candidate,1,2
215,Jose,36:44,"Governor Hickenlooper. Governor Hickenlooper, day one at the White House, how do you respond?",proctor,1,2
216,Jose,36:56,Let me get to you in just a second.,proctor,1,2
217,Jose,37:00,"Governor, day one, thousands of men, women and children cross the border, asking for asylum for a better life. What do you do? Day one, hour one.",proctor,1,2
218,Hickenlooper,37:13,"Certainly the images we’ve seen this week just compound the emotional impact that the world is judging us by. If you’d ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption… In colorado, we call that kidnapping. I would’ve told you it was unbelievable.",candidate,1,2
219,Hickenlooper,37:44,"And the first thing we have to do is recognize the humanitarian crisis on the border for what it is. We make sure that there are sufficient facilities in place so that women and children are not separated from their families, that children are with their families. We have to make sure that ICE is completely reformed, and they begin looking at their job in a humanitarian way, where they’re addressing the whole needs of the people that they are engaged with along the border.",candidate,1,2
220,Hickenlooper,38:12,"And we have to make sure ultimately, that we provide not just shelter, but food, clothing, and access to medical care.",candidate,1,2
221,Jose,38:19,Ms. Williamson.,proctor,1,2
222,Jose,39:32,"Senator Gillibrand, what would you do as President, with a reality?",proctor,1,2
223,Gillibrand,39:37,"Well, one of the worst things about President Trump that he’s done to this country, is he has torn apart the moral fabric of who we are. When he started separating children at the border, from their parents, the fact that seven children have died at his custody, the fact that dozens of children have been separated from their parents, and they have no plan to reunite them. So I would do a few things. First I would fight for comprehensive immigration reform with a pathway to citizenship. Second, I would reform how we treat asylum seekers at the border. I would have a community based treatment center where you’re doing it within the communities, where asylum seekers are given lawyers, where there’s real immigration judges, not employees of the attorney general, but appointed for life, and have a community based system.",candidate,1,2
224,Gillibrand,40:23,"I would fund border security. But the worst thing President Trump has done is he’s diverted the funds away from cross border terrorism, cross border human trafficking, drug trafficking, and gun trafficking, and he’s given that money to the for-profit prisons. I would not be spending money in for-profit prisons to lock up children and asylum seekers.",candidate,1,2
225,Jose,40:44,"We had a very spirited debate on this stage last night on the topic of decriminalization of the border. If you’d be so kind, raise your hand if you think it should be a civil offense, rather than a crime to cross the border without documentation. Can we keep the hands up so we can see them.",proctor,1,2
226,Buttigieg,41:01,"Let’s remember that’s not just a theoretical exercise. That criminalization, that is the basis for family separation. You do away with that, it’s no longer possible. Of course, it wouldn’t be possible anyway in my presidency, because it is dead wrong.",candidate,1,2
227,Buttigieg,41:17,"We’ve got to talk about one other thing, because the Republican party likes to cloak itself in the language of religion. Now, our party doesn’t talk about that as much, largely for a very good reason, which was we are committed to the separation of church and state, and we stand for people of any religion, and people of no religion.",candidate,1,2
228,Buttigieg,41:34,"But we should call out hypocrisy when we see it. And for a party that associates itself with Christianity, to say that it is okay to suggest that God would smile on the division of families at the hands of federal agents, that God would condone putting children in cages, has lost all claim to ever use religious language again.",candidate,1,2
229,Jose,41:54,"Mr. Vice President, I don’t know if you raised your hand, or were just asking to speak. Would you decriminalize crossing the border without documents?",proctor,1,2
230,Biden,42:08,"The first thing I would do, is unite families. I’d surge immediately, billions of dollars worth of help to the region, immediately.",candidate,1,2
231,Biden,42:18,"Look, I talk about foreign policy. I’m the guy that got a bipartisan agreement at the very end of the campaign, at the very end of our term, to spend 740 million dollars to deal with the problem. And that was to go to the root cause of why people are leaving in the first place. It was working. We saw, as you know, a net decrease in the number of children who were coming. The crisis was abated. And along came this president, and he said he’d immediately discontinue that.",candidate,1,2
232,Biden,42:46,"We all talk about these things. I did it. I did it. 740 million… Now look, second thing we have to do. The law now requires that reuniting those families. We would reunite those families, period. And if not, we’d put those children in a circumstance where they were safe, until we could find their parents.",candidate,1,2
233,Biden,43:05,"And lastly, the idea that he’s in court with his justice department, saying children in cages do not need a bed, do not need a blanket, do not need a toothbrush, that is outrageous, and it should stop.",candidate,1,2
234,Jose,43:18,"Vice President, the Obama Biden administration deported more than three million Americans. My question to you is if an individual is living in the United States of America without documents, and that is his only offense, should that person be deported?",proctor,1,2
235,Biden,43:39,"Depending if they committed a major crime, they should be deported. President Obama, I think, did a heck of a job. To compare him to what this guy is doing is absolutely, I find, close to immoral.",candidate,1,2
236,Biden,43:52,"But the fact is, that look, we should not be locking people up. We should be making sure we change the circumstance, as we did, why they would leave in the first place. And those who come seeking asylum, we should immediately have the capacity to absorb them, keep them safe, until they can be heard.",candidate,1,2
237,Jose,44:11,"Fifteen second, if you wish to answer. Should someone who is here without documents, and that is his only offense, should that person be deported?",proctor,1,2
238,Biden,44:22,That person should not be the focus of deportation. We should fundamentally change the way we deal with things.,candidate,1,2
239,Jose,44:28,Senator.,proctor,1,2
240,Sanders,44:29,"I want to suggest that I agree with a lot of what Kamala just said. And that is on day one, we take out our executive order pen, and we rescind every damn thing on this issue, that Trump has done.",candidate,1,2
241,Sanders,44:42,"Number two, picking up on the point that Joe made. We got to look at the root causes. And you have a situation where Honduras, among other things, is a failing state, massive corruption. You’ve got gangs who are telling families, that if a ten year old does not join that gang, that family is going to be killed.",candidate,1,2
242,Sanders,45:02,What we have got to do on day one is invite the Presidents and the leadership of Central America and Mexico together. This is a hemisphere problem that we have got to address.,candidate,1,2
243,Jose,45:11,Thank you. Congressman Swalwell. What do you do?,proctor,1,2
244,Swalwell,45:15,Day one?,candidate,1,2
245,Jose,45:15,"No. If someone is here without documents, and that is their only offense, is that person to be deported.",proctor,1,2
246,Swalwell,45:25,"No. That person can be a part of this great American experience. That person can contribute. My congressional district is one of the most diverse in America, and we see the benefits when people contribute, and they become a part of the community, and they’re not in the shadow economy.",candidate,1,2
247,Swalwell,45:40,"Day one for me, families are reunited. This President, though, for immigrants, there’s nothing he will not do to separate a family, cage a child, or erase their existence by weaponizing the census. And there is nothing that we cannot do in the courts, and that I will not do as president to reverse that, and to make sure that families always belong together.",candidate,1,2
